,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
17572,1,0,4.2,289,3,73,6,400.0,6582
17573,1,0,4.4,677,3,56,1040,500.0,4900
17574,1,0,4.2,170,29,16,508,600.0,5043
17575,1,0,3.7,28,3,16,597,900.0,29
17576,1,0,3.9,135,31,73,1182,350.0,3021
17577,1,0,3.4,64,3,73,1585,200.0,6240
17578,1,1,4.4,2241,3,25,1006,1200.0,6915
17579,1,0,3.9,52,31,73,2221,200.0,4388
17580,1,0,3.7,54,31,73,156,400.0,2263
17581,1,0,3.3,4,29,36,1250,600.0,5727
17582,1,0,3.3,9,3,36,472,300.0,8120
17583,1,0,3.9,92,31,73,326,200.0,6069
17584,1,0,4.1,91,29,0,230,500.0,8242
17585,1,0,3.3,6,3,50,2072,250.0,8208
17586,1,0,3.8,46,29,73,2018,450.0,5074
17587,1,0,3.9,386,29,73,2037,600.0,5685
17588,1,0,3.7,27,0,11,307,100.0,8242
17589,1,0,2.8,91,0,73,2354,400.0,8162
17590,1,1,4.3,1265,31,26,1255,800.0,6574
17591,1,0,3.6,26,3,73,2295,200.0,8242
17592,1,0,3.4,8,29,73,2324,250.0,4957
17593,1,0,3.5,10,0,73,1623,250.0,3163
17594,1,0,3.3,100,3,73,1114,250.0,2335
17595,1,0,4.1,799,31,16,598,400.0,3708
17596,1,0,4.2,309,0,36,1428,600.0,270
17597,1,0,4.0,1310,29,24,867,750.0,6976
17598,1,0,3.4,11,31,73,1187,300.0,7595
17599,1,1,3.7,205,31,68,723,1000.0,3638
17600,1,0,3.8,338,0,24,83,800.0,1480
17601,1,0,3.8,46,29,16,450,450.0,7994
17602,1,0,3.9,671,0,24,1585,500.0,7052
17603,1,0,4.0,41,3,50,606,400.0,985
17604,1,0,3.8,156,31,24,2238,450.0,8242
17605,1,0,3.8,52,48,14,293,400.0,6506
17606,1,0,3.3,90,31,73,1748,250.0,3384
17607,1,0,3.9,42,29,37,1531,250.0,8242
17608,1,0,3.3,117,48,73,1830,250.0,2258
17609,1,0,3.6,60,31,73,429,400.0,5452
17610,1,0,3.1,70,3,73,366,250.0,8201
17611,1,0,3.6,13,29,11,311,250.0,4368
17612,1,0,3.1,320,29,24,1859,700.0,2331
17613,1,0,3.9,34,29,24,1491,750.0,701
17614,1,0,3.3,7,3,83,1523,300.0,8242
17615,1,0,3.1,17,3,37,231,450.0,7404
17616,1,0,3.7,98,29,24,2226,500.0,5130
17617,1,0,3.7,48,0,73,1290,350.0,2530
17618,1,0,3.6,11,3,37,1035,150.0,4993
17619,1,0,2.9,23,31,83,1520,250.0,8242
17620,1,0,3.7,16,31,73,2149,100.0,469
17621,1,0,3.8,44,29,56,2283,250.0,6520
17622,1,0,4.0,130,0,37,1295,230.0,1212
17623,1,0,3.7,81,29,73,1114,500.0,4946
17624,1,0,4.1,140,29,73,2149,100.0,8242
17625,1,0,3.4,7,1,73,2221,500.0,4430
17626,1,0,3.8,55,31,73,1299,250.0,783
17627,1,0,4.0,204,0,17,496,500.0,6499
17628,1,0,3.8,122,7,36,2018,750.0,3570
17629,1,0,3.1,106,3,24,778,450.0,2208
17630,1,0,3.5,8,0,37,1295,130.0,7351
17631,1,0,3.8,61,0,73,273,300.0,264
17632,1,0,4.4,181,31,11,328,250.0,8242
17633,1,0,3.1,25,3,86,1182,100.0,8242
17634,1,0,4.1,193,31,37,1058,300.0,8242
17635,1,0,3.6,25,31,37,1302,250.0,8242
17636,1,0,3.8,210,48,24,1700,600.0,5393
17637,1,0,3.7,18,48,5,239,400.0,680
17638,1,0,2.8,39,29,24,700,1000.0,6568
17639,1,0,4.0,71,0,37,1041,300.0,794
17640,1,0,3.7,37,29,24,175,800.0,4514
17641,1,0,3.5,9,37,24,86,600.0,5858
17642,1,0,3.7,47,31,77,1145,400.0,8242
17643,1,0,4.0,467,31,24,2238,600.0,8242
17644,1,0,4.4,359,31,37,1041,400.0,8242
17645,1,0,3.6,23,3,5,222,450.0,3439
17646,1,0,3.6,10,29,73,2058,200.0,6883
17647,1,0,3.9,99,3,73,2221,300.0,8242
17648,1,0,3.0,6,3,54,1518,400.0,6571
17649,1,0,3.7,46,3,24,1948,600.0,1302
17650,1,1,4.2,1033,29,25,853,1100.0,5538
17651,1,1,4.1,459,29,24,946,700.0,2771
17652,1,0,3.7,41,29,37,1058,150.0,4995
17653,1,1,4.1,446,31,71,942,1200.0,6310
17654,1,0,3.2,34,29,73,1531,150.0,3528
17655,1,1,4.1,590,29,25,938,1200.0,4983
17656,1,0,3.1,21,3,50,2354,250.0,6956
17657,1,0,3.4,16,3,11,303,150.0,3167
17658,1,0,3.4,5,0,75,293,300.0,3815
17659,1,0,3.5,13,0,73,1092,300.0,6881
17660,1,0,3.1,6,48,73,1649,300.0,3368
17661,1,0,3.1,10,29,50,2160,500.0,7852
17662,1,0,3.4,9,0,73,1585,250.0,359
17663,1,0,3.4,14,0,73,1585,300.0,2755
17664,1,0,3.6,19,3,50,2310,800.0,7207
17665,1,0,3.4,19,3,83,1531,250.0,5331
17666,1,0,3.5,80,31,24,90,750.0,2340
17667,1,0,3.4,19,37,73,2224,400.0,192
17668,1,0,3.9,153,29,50,588,400.0,2711
17669,1,0,4.2,249,0,39,283,500.0,609
17670,1,0,3.4,5,29,73,778,300.0,3204
17671,1,0,2.6,60,0,16,475,900.0,2967
17672,1,0,3.7,35,0,73,1417,200.0,1859
17673,1,0,3.5,40,0,24,1935,350.0,7395
17674,1,0,3.3,4,29,14,310,200.0,2858
17675,1,0,4.1,232,29,24,1785,1000.0,7204
17676,1,0,2.6,51,0,86,145,300.0,8242
17677,1,1,4.3,1907,31,16,582,800.0,7657
17678,1,0,4.4,658,31,14,293,600.0,7847
17679,1,0,4.0,89,31,73,2159,200.0,4610
17680,1,0,3.6,27,29,24,1649,600.0,6104
17681,1,0,3.9,74,31,24,167,800.0,5426
17682,1,0,4.0,1781,31,73,1978,200.0,52
17683,1,0,3.5,32,48,73,1649,300.0,8242
17684,1,0,4.1,956,29,24,2260,600.0,225
17685,1,0,3.3,7,29,86,2068,300.0,6710
17686,1,0,3.9,51,0,11,1261,200.0,6275
17687,1,0,2.8,165,3,73,1448,450.0,4731
17688,1,0,3.8,32,3,56,2278,200.0,3201
17689,1,0,4.2,265,31,16,546,700.0,311
17690,1,0,3.6,60,48,24,1585,700.0,2321
17691,1,0,3.1,7,0,73,1630,400.0,7505
17692,1,0,3.2,12,0,73,2354,250.0,8242
17693,1,0,3.6,28,0,37,1302,450.0,486
17694,1,0,3.6,323,3,50,2037,800.0,8242
17695,1,0,4.1,30,31,11,328,100.0,7925
17696,1,0,4.0,77,29,73,1385,150.0,5664
17697,1,0,3.5,51,3,73,1158,200.0,8242
17698,1,0,2.8,19,31,73,845,300.0,3967
17699,1,0,2.7,85,29,16,668,500.0,5054
17700,1,0,3.7,72,31,24,1670,450.0,3897
17701,1,0,4.0,129,31,37,1035,300.0,1195
17702,1,0,3.0,36,0,73,1649,200.0,2739
17703,1,0,3.8,614,0,16,640,600.0,5626
17704,1,0,3.7,28,0,36,1684,350.0,8242
17705,1,0,3.0,4,29,86,1092,300.0,5880
17706,1,0,3.5,8,0,11,283,200.0,8242
17707,1,0,3.9,247,31,16,564,400.0,5192
17708,1,0,3.2,7,29,75,239,150.0,2480
17709,1,0,3.9,914,29,6,1745,1000.0,2364
17710,1,0,3.7,55,29,73,2269,200.0,6206
17711,1,0,4.0,137,31,73,2198,350.0,6610
17712,1,0,3.8,77,48,16,559,600.0,1459
17713,1,0,3.8,145,1,16,720,700.0,6123
17714,1,0,3.9,410,29,24,1649,500.0,5988
17715,1,0,3.9,181,29,37,1035,400.0,2599
17716,1,0,3.1,8,29,85,230,500.0,3419
17717,1,0,3.8,171,29,73,1585,250.0,5726
17718,1,0,3.3,4,3,36,2328,200.0,6087
17719,1,0,3.9,14,31,24,1935,600.0,5557
17720,1,0,3.8,89,29,37,1303,400.0,834
17721,1,0,3.1,59,0,73,266,400.0,7815
17722,0,1,4.1,1445,29,16,532,800.0,8242
17723,1,0,3.5,11,31,73,1092,200.0,6366
17724,1,0,3.7,43,29,73,1649,500.0,7032
17725,1,0,3.2,7,0,73,1194,400.0,8242
17726,1,0,3.3,13,29,73,2238,300.0,7692
17727,1,0,2.9,42,0,73,1960,250.0,6817
17728,1,1,4.1,973,31,65,1804,1500.0,6004
17729,1,0,3.9,70,1,37,1147,400.0,795
17730,1,1,4.1,294,29,24,1278,500.0,5263
17731,1,0,3.4,6,0,73,1935,300.0,6532
17732,1,0,3.7,37,0,24,353,400.0,1546
17733,1,0,3.6,41,0,36,222,500.0,2602
17734,1,0,3.8,37,31,37,1302,200.0,7284
17735,1,0,3.1,9,0,73,2278,150.0,8242
17736,1,0,3.3,396,31,73,1649,300.0,5207
17737,1,0,3.8,100,0,16,659,700.0,4154
17738,1,0,3.7,16,0,14,293,200.0,5288
17739,1,0,4.1,464,0,16,490,500.0,7437
17740,1,0,3.5,31,0,73,1623,300.0,925
17741,1,1,4.0,1016,29,69,1211,1300.0,2007
17742,1,0,3.6,10,29,16,481,500.0,8242
17743,1,0,2.9,7,29,86,2246,300.0,8242
17744,1,0,3.1,39,29,73,2238,400.0,4632
17745,1,0,3.9,203,0,73,1995,300.0,4562
17746,1,0,4.0,37,31,5,239,400.0,957
17747,1,0,4.0,99,29,73,379,250.0,1500
17748,1,0,4.3,134,29,36,230,300.0,6774
17749,1,0,3.9,339,29,73,366,300.0,893
17750,1,0,3.8,32,31,83,1065,250.0,8242
17751,1,0,4.1,205,31,37,1302,300.0,7431
17752,1,0,3.3,13,0,36,1649,400.0,4340
17753,1,0,3.6,192,0,36,1249,450.0,5262
17754,1,0,3.6,8,31,11,283,200.0,2897
17755,1,0,3.0,57,29,24,839,650.0,2306
17756,1,0,3.8,32,0,53,1296,200.0,1209
17757,1,0,3.0,28,48,16,600,500.0,3516
17758,1,0,3.4,9,48,73,2184,250.0,8242
17759,1,0,3.5,10,48,11,1379,100.0,4902
17760,1,1,3.9,681,3,24,1756,800.0,7315
17761,1,0,3.0,57,31,73,1821,400.0,6292
17762,1,1,2.9,90,3,24,1990,800.0,4223
17763,1,0,3.8,57,0,73,1157,300.0,1642
17764,1,0,3.2,6,0,14,2327,150.0,7376
17765,1,0,3.7,26,0,73,367,400.0,2749
17766,1,0,3.5,23,31,73,2221,300.0,5779
17767,1,0,3.9,261,29,73,366,300.0,894
17768,1,0,3.2,23,0,86,57,600.0,1037
17769,1,0,3.9,258,0,24,59,500.0,1774
17770,1,0,3.4,30,0,73,2308,300.0,6302
17771,1,0,3.3,6,29,73,1649,300.0,2236
17772,1,0,3.6,19,3,73,2224,400.0,8242
17773,1,0,4.5,4432,31,24,402,600.0,1031
17774,0,1,4.1,1195,29,30,1334,1200.0,8242
17775,1,0,4.2,465,0,73,1621,300.0,2806
17776,1,0,3.1,6,31,24,1649,550.0,1494
17777,1,0,3.4,54,0,11,283,250.0,8242
17778,1,0,3.5,15,3,24,1649,600.0,2317
17779,1,0,3.4,6,29,73,1585,500.0,2020
17780,1,0,4.1,130,31,16,641,650.0,7362
17781,1,0,3.1,55,29,73,2070,200.0,2003
17782,1,0,3.4,6,29,73,2149,250.0,8242
17783,1,0,3.6,65,7,24,810,400.0,7206
17784,1,0,4.0,23,0,73,1820,400.0,840
17785,1,0,4.0,187,0,73,50,400.0,8242
17786,1,0,4.1,138,29,24,2049,800.0,25
17787,1,0,4.1,601,0,73,2038,700.0,8242
17788,1,0,3.5,8,0,37,1058,250.0,7411
17789,1,0,3.6,29,31,50,839,400.0,5895
17790,1,1,4.1,1405,29,30,1785,1100.0,3551
17791,1,0,3.4,6,31,11,283,100.0,8242
17792,1,0,4.3,325,31,24,2149,400.0,8242
17793,1,0,3.7,23,29,73,1480,350.0,8242
17794,1,0,3.6,26,0,73,2149,100.0,564
17795,1,0,3.6,20,31,73,293,250.0,1117
17796,1,0,3.7,15,3,37,1295,400.0,8242
17797,1,0,3.2,12,31,37,1066,200.0,2656
17798,1,1,3.8,72,29,73,2061,400.0,8242
17799,1,0,3.6,18,31,11,312,150.0,5933
17800,1,0,3.7,22,3,36,1585,400.0,2539
17801,1,0,3.8,87,3,86,1165,100.0,8242
17802,1,0,3.2,20,29,24,1953,700.0,7854
17803,1,0,3.2,45,3,36,1760,400.0,8242
17804,1,0,3.5,5,0,73,527,150.0,2664
17805,1,0,3.8,32,3,73,2149,150.0,7397
17806,1,0,3.7,20,0,73,2224,300.0,202
17807,1,0,2.7,50,3,76,745,650.0,5533
17808,1,1,4.1,553,31,24,1347,900.0,6048
17809,1,0,3.7,46,31,73,333,200.0,883
17810,1,1,4.0,350,1,24,2109,1200.0,6773
17811,1,0,3.8,90,1,16,475,650.0,808
17812,1,0,3.9,191,0,73,366,300.0,2522
17813,1,0,3.2,4,29,73,460,300.0,7924
17814,1,0,2.6,208,29,24,833,650.0,118
17815,1,0,3.5,11,0,36,222,250.0,3586
17816,1,0,3.1,14,48,73,2194,250.0,7716
17817,1,1,3.6,164,48,24,1246,800.0,8242
17818,1,0,3.2,146,3,73,1679,350.0,4025
17819,1,0,3.8,75,1,23,680,200.0,4797
17820,1,0,3.9,92,29,73,2246,300.0,8242
17821,1,0,3.9,126,31,73,2224,400.0,116
17822,1,1,4.0,790,29,24,947,1300.0,5076
17823,1,0,3.5,56,31,37,1304,400.0,1202
17824,0,0,4.3,357,29,24,1935,1200.0,8242
17825,1,1,2.8,80,31,24,1902,700.0,8242
17826,1,0,3.2,9,3,73,2190,400.0,1576
17827,1,0,3.4,35,0,23,533,500.0,1719
17828,1,0,4.1,295,0,24,357,700.0,8242
17829,1,0,3.1,39,48,73,1585,300.0,8242
17830,0,0,3.8,117,29,73,1670,350.0,8242
17831,1,0,3.8,243,31,24,1489,650.0,7466
17832,1,1,4.2,1432,29,24,82,800.0,2110
17833,1,0,3.0,11,0,73,398,300.0,4803
17834,1,0,3.8,95,3,50,921,1100.0,5
17835,1,0,3.4,10,0,11,303,150.0,5676
17836,1,0,3.6,798,3,24,402,550.0,6848
17837,1,0,3.8,14,31,24,2224,600.0,4395
17838,1,0,4.6,233,31,16,506,400.0,8242
17839,1,0,3.9,1189,0,73,1649,500.0,5829
17840,1,0,4.0,310,31,16,544,750.0,6188
17841,1,0,4.1,166,31,73,366,400.0,911
17842,1,0,3.3,59,0,73,333,300.0,3337
17843,1,0,3.7,42,31,37,1058,400.0,2578
17844,1,0,3.8,273,0,24,1800,900.0,3764
17845,1,0,3.7,51,3,73,1585,300.0,1960
17846,1,0,3.7,133,31,24,843,700.0,6457
17847,1,0,2.3,298,7,73,402,450.0,1911
17848,1,0,3.3,4,29,73,429,200.0,8242
17849,1,0,3.6,6,0,37,1295,300.0,2618
17850,0,0,3.1,97,29,24,696,650.0,8242
17851,1,0,3.2,136,3,24,1670,500.0,8242
17852,1,0,3.5,10,48,73,1760,400.0,5400
17853,1,0,3.6,34,29,37,1302,300.0,8242
17854,1,0,3.5,11,48,73,1585,400.0,8242
17855,0,1,4.2,1242,29,24,2054,1200.0,8242
17856,0,0,3.9,61,29,86,1437,400.0,8242
17857,0,0,3.5,12,29,73,1161,100.0,8242
17858,1,0,3.6,30,3,73,2160,300.0,8242
17859,1,0,3.8,129,0,73,1649,400.0,8242
17860,1,0,3.1,73,48,73,379,300.0,8242
17861,1,0,3.8,42,1,73,2224,300.0,8242
17862,1,0,3.7,37,29,73,1249,300.0,8242
17863,0,0,3.2,16,0,73,1102,300.0,8242
17864,0,0,3.2,9,0,73,2278,100.0,8242
17865,1,0,4.0,516,29,23,627,1000.0,8242
17866,1,0,3.8,30,0,73,755,400.0,1022
17867,0,0,3.8,72,29,0,230,200.0,8242
17868,1,0,3.6,29,0,73,1444,400.0,8242
17869,1,0,3.7,28,48,73,2149,100.0,8242
17870,0,0,4.3,251,29,37,1302,200.0,8242
17871,1,0,4.1,600,3,73,1585,400.0,2545
17872,1,0,2.9,35,48,73,1649,250.0,8242
17873,1,0,3.0,39,29,73,436,300.0,6201
17874,1,0,4.0,869,0,36,357,500.0,5729
17875,1,0,3.4,9,29,36,1609,450.0,8242
17876,1,0,4.0,113,29,73,2320,200.0,8242
17877,1,1,3.9,728,29,16,574,800.0,4110
17878,1,0,3.4,17,0,36,398,600.0,5737
17879,1,0,3.9,891,1,24,1962,750.0,8242
17880,1,0,3.5,177,0,73,273,500.0,3413
17881,1,0,3.7,44,0,24,59,550.0,8242
17882,1,0,3.3,6,0,73,1608,350.0,8242
17883,1,0,3.5,13,3,24,402,700.0,8242
17884,1,1,3.9,564,3,24,1585,900.0,8242
17885,1,0,3.5,90,31,24,2114,500.0,8242
17886,1,0,3.3,43,48,24,1649,700.0,648
17887,1,0,3.9,91,31,16,600,300.0,7760
17888,1,0,3.7,127,29,16,634,700.0,801
17889,1,0,3.6,96,29,24,402,600.0,7488
17890,1,0,3.0,74,37,24,86,700.0,8242
17891,1,0,3.7,218,29,24,1948,500.0,8242
17892,1,0,2.9,154,3,73,258,600.0,8242
17893,0,0,3.7,24,29,37,1037,300.0,8242
17894,1,0,3.3,6,3,73,915,500.0,2113
17895,1,0,2.6,22,3,5,230,400.0,8242
17896,1,0,3.6,71,0,73,1718,350.0,1915
17897,1,0,3.4,239,0,36,1649,400.0,8242
17898,1,0,4.1,210,31,39,289,150.0,5225
17899,0,1,4.3,1079,29,25,59,800.0,8242
17900,1,0,3.6,142,31,24,2163,750.0,8242
17901,0,0,3.4,6,29,37,1295,200.0,8242
17902,0,0,3.8,82,29,58,2032,1000.0,8242
17903,1,0,4.1,740,29,36,778,500.0,8242
17904,1,0,4.2,9,0,73,2295,250.0,8242
17905,1,1,4.2,239,29,26,495,600.0,8242
17906,1,0,4.3,2420,29,24,1585,800.0,8242
17907,1,0,3.3,4,48,37,1058,150.0,2619
17908,0,0,3.2,10,29,36,333,300.0,8242
17909,1,0,3.8,86,3,36,45,600.0,8242
17910,1,1,3.8,362,31,24,410,600.0,8242
17911,1,1,3.8,256,3,24,91,800.0,8242
17912,1,0,3.5,20,3,73,1479,350.0,8242
17913,0,0,3.9,56,29,0,230,350.0,8242
17914,0,0,2.9,177,31,24,1672,700.0,8242
17915,1,0,3.9,202,3,73,1649,250.0,8242
17916,1,0,4.2,421,3,24,839,700.0,8242
17917,1,0,3.9,84,31,83,1531,400.0,8242
17918,1,0,4.0,539,3,24,846,800.0,8242
17919,1,0,3.8,106,29,36,430,350.0,8242
17920,0,1,3.9,48,29,24,1793,900.0,8242
17921,1,0,3.7,32,3,24,1948,800.0,8242
17922,0,0,3.8,919,29,24,1585,600.0,8242
17923,1,0,3.7,70,0,86,49,300.0,8242
17924,0,0,3.2,6,29,24,1664,800.0,8242
17925,1,1,4.3,885,31,24,768,1700.0,8242
17926,1,0,4.0,109,0,73,1585,300.0,8242
17927,1,0,3.9,130,31,73,1623,400.0,8242
17928,1,0,3.6,16,0,73,1108,300.0,8242
17929,1,0,3.5,12,0,73,1092,250.0,1647
17930,1,0,3.3,5,3,73,1130,250.0,8186
17931,1,0,3.7,109,3,73,1479,600.0,8242
17932,1,0,4.0,233,31,73,2176,400.0,8242
17933,1,0,3.9,38,29,73,2018,400.0,8242
17934,1,0,3.5,14,29,73,2149,300.0,8242
17935,0,1,4.1,468,29,24,1454,700.0,8242
17936,1,0,4.0,827,0,24,2054,500.0,8242
17937,1,0,3.8,18,3,24,1475,700.0,8242
17938,0,0,3.9,115,29,73,2149,200.0,8242
17939,0,0,3.3,9,29,50,1516,400.0,8242
17940,1,0,3.2,4,48,73,2160,300.0,8242
17941,1,0,4.1,589,29,24,768,700.0,8242
17942,1,0,4.0,118,29,24,839,600.0,8242
17943,1,0,3.6,35,0,73,1092,300.0,7614
17944,1,0,3.4,7,3,11,283,300.0,2829
17945,1,0,3.5,12,0,73,1102,400.0,8242
17946,0,0,3.2,63,29,5,246,600.0,8242
17947,1,0,3.1,18,0,24,1649,450.0,8242
17948,1,0,3.9,68,0,24,1597,1000.0,6099
17949,1,0,3.8,217,29,73,1585,450.0,8242
17950,1,0,3.6,16,29,24,2149,400.0,8242
17951,1,0,3.7,31,0,73,123,400.0,1139
17952,0,0,3.2,8,29,73,1585,300.0,8242
17953,0,0,3.5,134,29,24,1649,650.0,8242
17954,1,0,3.5,9,79,55,1550,200.0,8242
17955,1,0,3.6,18,29,62,1247,200.0,8242
17956,0,0,2.9,60,29,73,50,400.0,8242
17957,1,0,3.8,232,31,24,86,600.0,8242
17958,1,1,3.8,763,29,24,1585,600.0,8242
17959,1,0,4.0,181,29,24,1675,550.0,8242
17960,1,0,3.7,32,0,71,1216,900.0,2183
17961,0,0,3.7,203,29,24,1805,900.0,8242
17962,1,0,3.9,315,31,73,2301,300.0,1012
17963,1,0,3.4,10,3,36,1649,600.0,3046
17964,0,0,3.1,138,29,73,1185,300.0,8242
17965,0,0,2.9,27,29,5,222,400.0,8242
17966,1,0,3.5,12,0,73,1585,300.0,8242
17967,1,0,3.0,68,48,73,1649,250.0,8242
17968,0,0,3.6,14,29,0,230,300.0,8242
17969,0,0,3.3,7,29,86,1359,600.0,8242
17970,0,0,4.0,194,29,24,2166,500.0,8242
17971,1,0,3.7,195,0,73,1585,400.0,8242
17972,1,1,3.8,584,31,24,1889,1200.0,8242
17973,1,0,2.9,22,29,36,1649,400.0,8242
17974,1,0,3.6,60,29,73,2018,500.0,1427
17975,0,0,2.3,176,29,24,1585,450.0,8242
17976,0,0,3.3,4,29,37,1297,200.0,8242
17977,1,0,3.0,61,0,16,475,650.0,1279
17978,1,0,2.8,20,29,11,1385,150.0,8242
17979,0,0,3.7,18,29,73,1114,450.0,8242
17980,1,0,3.3,9,29,86,1623,600.0,8242
17981,0,0,3.5,10,29,73,2162,400.0,8242
17982,1,1,3.5,432,31,24,1585,800.0,8242
17983,0,0,3.5,15,29,36,1935,400.0,8242
17984,0,0,3.6,25,29,24,1613,550.0,8242
17985,0,0,3.2,4,29,24,1734,600.0,8242
17986,0,0,3.6,34,29,73,1249,300.0,8242
17987,0,0,3.7,48,29,24,1832,800.0,8242
17988,0,0,3.2,7,29,73,1585,200.0,8242
17989,0,0,3.2,4,29,73,398,150.0,8242
17990,0,0,3.5,13,29,73,1649,500.0,8242
17991,0,0,3.1,6,29,36,1585,350.0,8242
17992,0,0,3.0,25,29,73,1564,400.0,8242
17993,0,0,3.3,6,29,73,161,300.0,8242
17994,0,0,3.5,11,29,0,230,250.0,8242
17995,1,0,3.1,223,0,36,1649,500.0,8242
17996,1,0,4.0,200,29,73,1487,400.0,8242
17997,1,0,2.9,24,3,73,272,300.0,8242
17998,1,0,3.8,117,0,24,1623,600.0,8242
17999,1,0,3.2,10,0,73,2354,250.0,8242
18000,1,0,3.3,12,0,73,1649,250.0,8242
18001,1,1,4.1,847,29,25,2148,1100.0,7911
18002,0,0,3.6,30,29,24,1760,450.0,8242
18003,0,0,3.8,32,29,36,2088,600.0,8242
18004,0,0,3.6,21,29,36,333,300.0,8242
18005,0,0,3.9,30,29,24,2224,450.0,8242
18006,0,0,3.7,18,29,86,1935,100.0,8242
18007,1,0,3.6,24,0,73,2105,300.0,8242
18008,1,0,3.4,19,0,85,398,200.0,8242
18009,0,0,3.5,65,29,24,1944,750.0,8242
18010,0,0,2.7,39,29,24,1670,500.0,8242
18011,0,0,3.5,44,29,24,778,1000.0,8242
18012,0,0,3.0,55,29,24,83,800.0,8242
18013,0,0,3.2,4,29,73,1406,200.0,8242
18014,0,0,3.4,9,29,24,2121,500.0,8242
18015,0,0,3.2,4,29,86,429,200.0,8242
18016,0,0,2.9,39,29,86,1168,500.0,8242
18017,0,0,3.2,5,29,86,1585,300.0,8242
18018,0,0,3.2,5,29,37,1035,500.0,8242
18019,0,0,3.4,9,79,55,1092,200.0,8242
18020,0,0,3.2,4,29,73,49,400.0,8242
18021,0,0,3.5,16,29,73,333,300.0,8242
18022,0,0,3.3,5,29,62,2149,200.0,8242
18023,1,0,2.7,48,0,24,1649,700.0,8242
18024,1,0,3.8,146,29,24,700,600.0,8242
18025,1,0,3.5,35,31,73,379,250.0,8242
18026,1,0,3.7,117,29,73,1585,150.0,8242
18027,1,0,3.8,416,31,24,95,700.0,8242
18028,1,0,3.8,30,31,16,475,400.0,3650
18029,1,0,3.8,12,79,55,1144,300.0,8242
18030,1,0,4.1,90,31,73,2149,100.0,5637
18031,0,1,3.5,54,29,7,935,1300.0,8242
18032,1,0,3.9,162,29,36,1670,500.0,8242
18033,1,0,3.7,51,48,73,2216,350.0,8242
18034,1,1,4.0,870,31,24,1785,900.0,8242
18035,1,1,3.9,143,31,24,1493,1000.0,8242
18036,1,0,3.6,42,0,73,1986,250.0,8242
18037,1,0,3.7,17,29,37,1058,350.0,6965
18038,1,0,3.7,67,48,24,1585,700.0,8242
18039,0,0,3.4,34,0,73,1585,150.0,8242
18040,1,0,3.2,51,3,73,1649,400.0,8242
18041,1,0,3.8,282,31,24,399,800.0,8242
18042,1,0,3.3,97,48,73,1585,400.0,8242
18043,1,0,2.9,25,3,5,237,400.0,1156
18044,1,0,3.7,41,0,86,700,600.0,8242
18045,1,0,2.9,47,29,36,1125,400.0,8242
18046,1,1,4.3,1247,31,24,1845,1000.0,8242
18047,1,0,3.6,12,29,73,1948,500.0,8242
18048,1,1,3.9,1340,3,57,7,1700.0,8242
18049,0,0,3.0,22,3,36,1585,400.0,8242
18050,1,0,3.0,23,31,73,49,400.0,8242
18051,1,0,3.7,67,0,36,2149,150.0,8242
18052,1,1,4.1,1027,3,24,1585,1000.0,8242
18053,1,1,3.8,561,29,24,1585,800.0,8242
18054,1,0,3.7,115,0,24,778,550.0,8242
18055,1,0,2.8,335,3,24,1649,500.0,8242
18056,1,0,2.6,170,3,24,1332,600.0,8242
18057,1,1,4.1,1322,29,24,1684,1200.0,8242
18058,0,0,3.6,135,31,24,1472,600.0,8242
18059,1,0,3.1,140,0,24,1624,600.0,8242
18060,0,0,3.7,246,29,24,402,450.0,8242
18061,1,0,3.9,33,29,50,1334,600.0,8242
18062,1,0,3.2,8,0,86,2140,500.0,8242
18063,0,0,3.1,4,0,73,1398,300.0,8242
18064,1,0,3.5,283,0,73,276,350.0,8242
18065,0,0,4.2,1292,3,24,50,800.0,8242
18066,1,0,3.8,24,0,16,649,700.0,8242
18067,0,0,3.9,205,0,24,399,550.0,8242
18068,0,0,3.9,124,3,16,613,500.0,8242
18069,0,0,3.3,4,31,73,333,400.0,8242
18070,0,0,3.6,13,31,73,2149,200.0,8242
18071,0,0,2.8,80,3,24,54,650.0,8242
18072,0,0,3.0,44,0,86,1700,350.0,8242
18073,0,0,3.6,14,79,36,1264,300.0,8242
18074,0,0,3.6,13,31,36,252,400.0,8242
18075,0,0,3.6,13,3,16,475,700.0,8242
18076,0,0,3.4,66,3,24,809,800.0,8242
18077,0,0,3.6,21,3,24,1936,600.0,8242
18078,0,0,3.8,27,31,73,768,300.0,8242
18079,0,0,3.3,5,0,73,1585,400.0,8242
18080,0,0,3.4,7,0,24,703,550.0,8242
18081,0,0,3.7,9,3,16,605,400.0,8242
18082,0,0,3.1,53,79,36,1167,450.0,8242
18083,0,0,3.3,10,0,86,159,600.0,8242
18084,0,1,3.8,176,31,24,1586,1350.0,8242
18085,0,0,3.4,9,31,73,2149,100.0,8242
18086,1,0,3.4,6,0,73,1649,400.0,8242
18087,1,1,4.0,347,29,24,1784,1000.0,8242
18088,1,0,3.4,55,0,36,1819,500.0,7334
18089,1,0,3.7,22,29,36,1585,250.0,8242
18090,0,0,3.3,67,3,24,1649,600.0,8242
18091,1,0,3.8,254,0,24,700,550.0,8242
18092,1,0,3.7,288,48,73,1649,500.0,8242
18093,1,0,3.7,46,0,24,1649,600.0,8242
18094,1,0,3.4,7,29,86,1585,200.0,8242
