,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
13488,0,0,3.7,29,22,24,1843,600.0,8242
13489,0,0,3.5,11,22,24,1585,500.0,8242
13490,0,0,3.7,38,22,24,943,600.0,8242
13491,0,0,3.2,4,22,24,1889,700.0,8242
13492,0,0,3.3,7,22,24,1649,450.0,8242
13493,0,0,3.4,9,22,24,783,850.0,8242
13494,0,0,3.1,7,22,24,1649,500.0,8242
13495,0,0,3.4,5,22,24,1551,600.0,8242
13496,1,0,3.0,39,22,24,1585,450.0,8242
13497,0,0,3.5,136,22,24,1649,600.0,8242
13498,0,0,3.5,13,79,55,835,300.0,8242
13499,0,0,3.3,5,22,24,1585,650.0,8242
13500,0,0,3.2,4,22,73,402,500.0,8242
13501,0,0,3.1,7,22,14,296,300.0,8242
13502,1,0,3.6,49,22,24,1734,500.0,8242
13503,1,0,3.9,356,22,24,1747,450.0,8242
13504,1,1,3.9,533,22,24,94,900.0,8242
13505,1,0,3.1,248,22,24,700,500.0,8242
13506,1,0,2.4,438,22,24,700,1000.0,8242
13507,1,0,3.8,88,22,24,881,600.0,8242
13508,1,0,3.1,11,22,62,2149,250.0,8242
13509,0,0,3.7,86,22,16,625,500.0,8242
13510,1,0,3.1,206,22,24,2221,600.0,8242
13511,1,0,3.7,310,22,24,258,600.0,8242
13512,1,0,2.9,46,22,73,1593,600.0,8242
13513,1,0,4.4,1288,22,73,1585,400.0,8242
13514,1,0,4.2,70,22,73,2027,400.0,8242
13515,1,0,4.3,1099,22,73,2358,450.0,8242
13516,1,0,4.0,54,22,73,1554,500.0,8242
13517,1,0,3.6,218,22,73,360,400.0,8242
13518,1,1,3.9,46,22,73,2285,300.0,8242
13519,1,0,3.9,54,22,75,448,250.0,8242
13520,1,0,3.6,622,22,73,457,400.0,8242
13521,1,0,4.0,769,22,73,1717,500.0,8242
13522,1,0,4.1,128,22,73,1670,400.0,8242
13523,0,0,4.4,222,22,73,2149,150.0,8242
13524,1,0,3.7,94,22,73,1623,400.0,8242
13525,1,0,4.1,842,22,73,2233,300.0,8242
13526,1,0,3.9,60,22,73,1833,400.0,8242
13527,0,0,4.1,110,22,73,1516,400.0,8242
13528,1,0,3.9,355,22,73,1637,500.0,8242
13529,1,0,4.2,162,22,73,333,300.0,8242
13530,1,0,3.8,33,22,73,2166,500.0,8242
13531,1,0,3.8,18,22,73,457,500.0,8242
13532,1,0,4.0,221,22,37,1305,400.0,8242
13533,1,0,3.4,7,22,73,1819,300.0,8242
13534,1,0,3.9,46,22,77,893,300.0,8242
13535,1,0,3.8,331,22,73,1585,350.0,8242
13536,1,0,3.8,77,22,73,2010,350.0,8242
13537,1,0,3.9,48,22,73,1102,400.0,8242
13538,1,0,3.1,282,22,73,1861,500.0,8242
13539,1,0,3.5,11,22,73,1649,200.0,8242
13540,0,0,3.8,34,22,73,1406,300.0,8242
13541,1,0,3.9,236,22,73,1889,400.0,8242
13542,1,0,3.9,783,22,73,1649,300.0,8242
13543,1,0,3.9,106,22,73,2149,150.0,6715
13544,1,0,3.8,33,22,73,2077,400.0,8242
13545,0,0,3.9,331,22,82,2304,400.0,8242
13546,1,0,3.9,460,22,73,374,600.0,8242
13547,1,0,3.8,83,22,73,796,400.0,8242
13548,1,0,3.8,510,22,73,457,500.0,8242
13549,1,0,3.9,113,22,73,458,600.0,8242
13550,1,0,3.9,261,22,73,1679,400.0,8242
13551,1,0,3.8,278,22,73,333,200.0,8242
13552,1,0,3.5,234,22,73,2241,400.0,4402
13553,1,0,3.6,14,22,73,2296,300.0,8242
13554,1,0,3.8,251,22,73,2034,400.0,8242
13555,1,0,3.9,163,22,73,2238,300.0,8242
13556,0,0,4.1,116,22,73,2302,200.0,8242
13557,0,0,2.8,227,22,73,379,500.0,8242
13558,1,0,4.1,672,22,73,1359,450.0,8242
13559,1,0,4.0,164,22,73,111,500.0,8242
13560,1,0,3.9,340,22,73,2213,400.0,8242
13561,1,0,3.9,50,22,73,258,450.0,8242
13562,1,0,3.8,34,22,73,424,300.0,8242
13563,1,0,3.8,61,22,73,141,400.0,8242
13564,1,0,3.7,15,22,73,2149,250.0,8242
13565,0,0,4.0,60,22,73,126,400.0,8242
13566,1,0,3.9,88,22,73,1092,250.0,8242
13567,1,0,3.8,190,22,73,2201,250.0,1083
13568,1,0,3.1,382,22,73,2085,600.0,8242
13569,1,0,4.0,101,22,73,2254,250.0,8242
13570,0,0,3.9,689,22,73,1206,300.0,8242
13571,1,0,3.8,63,22,73,82,500.0,8242
13572,1,0,3.8,90,22,73,1700,400.0,232
13573,1,0,3.7,7,22,73,2208,300.0,8242
13574,1,0,3.8,204,22,2,903,600.0,8242
13575,1,0,3.8,43,22,73,768,300.0,8242
13576,1,0,4.1,119,22,73,2208,200.0,8242
13577,1,0,3.4,8,22,73,272,350.0,8242
13578,0,0,3.8,184,22,73,1585,250.0,8242
13579,1,0,3.2,571,22,73,2303,300.0,8242
13580,1,0,3.7,197,22,73,2198,400.0,4437
13581,1,0,3.8,283,22,73,402,400.0,8242
13582,1,0,3.7,30,22,73,1035,350.0,8242
13583,0,0,3.7,446,22,73,2238,400.0,8242
13584,1,0,3.1,131,22,73,1679,400.0,8242
13585,1,0,3.4,10,22,73,1189,300.0,8242
13586,1,0,3.7,44,22,73,2149,400.0,8242
13587,1,0,3.6,123,22,73,1772,300.0,8242
13588,1,0,3.5,4,22,73,1925,200.0,8242
13589,0,0,3.4,9,22,73,2224,100.0,8242
13590,1,0,3.7,36,22,73,2238,250.0,4422
13591,1,0,3.7,34,22,73,2198,200.0,4418
13592,1,0,3.4,5,22,73,824,400.0,8242
13593,1,0,3.8,282,22,73,429,350.0,8242
13594,1,0,3.8,347,22,73,1585,300.0,8242
13595,1,0,3.1,452,22,73,2034,750.0,8242
13596,1,0,3.5,14,22,73,1167,200.0,8242
13597,1,0,3.8,43,22,73,1390,200.0,8242
13598,1,0,3.3,11,22,73,1447,400.0,8242
13599,0,0,3.2,23,22,73,379,400.0,8242
13600,1,0,3.4,179,22,73,2299,300.0,8242
13601,0,0,3.6,218,22,73,1185,300.0,8242
13602,1,0,3.5,4,22,73,1948,400.0,3081
13603,1,0,3.1,6,22,73,2160,250.0,8242
13604,0,0,3.5,40,22,73,1359,700.0,8242
13605,0,0,2.6,91,22,73,2149,200.0,8242
13606,1,0,3.8,22,22,43,1035,800.0,8242
13607,1,0,3.1,28,22,73,2308,300.0,8242
13608,0,0,3.8,14,22,73,2353,250.0,8242
13609,1,0,3.8,171,22,73,810,400.0,4416
13610,0,0,3.4,9,22,73,107,300.0,8242
13611,1,0,3.7,24,22,73,348,250.0,8242
13612,1,0,3.8,80,22,73,2018,800.0,8242
13613,1,0,3.8,211,22,73,1393,200.0,8242
13614,0,0,2.7,42,22,73,1649,450.0,8242
13615,0,0,3.3,6,22,73,700,250.0,8242
13616,0,0,3.7,79,22,73,1775,500.0,8242
13617,0,0,3.6,15,22,73,1092,250.0,8242
13618,0,0,3.7,40,22,73,2287,150.0,8242
13619,1,0,3.7,83,22,73,378,350.0,8242
13620,1,0,3.5,14,22,73,1406,450.0,8242
13621,1,0,3.5,13,22,73,2149,150.0,8242
13622,1,0,3.1,7,22,73,1894,500.0,8242
13623,1,0,3.3,7,22,73,429,300.0,8242
13624,1,0,2.7,140,22,73,1585,250.0,8242
13625,0,0,3.8,40,22,73,2290,250.0,8242
13626,1,0,3.0,12,22,73,334,500.0,8242
13627,1,0,3.5,10,22,73,1585,300.0,8242
13628,1,0,2.8,5,22,73,1382,200.0,8242
13629,1,0,3.3,5,22,73,1092,300.0,8242
13630,0,0,3.4,6,22,73,1649,300.0,8242
13631,1,0,3.2,4,22,73,1649,500.0,8242
13632,1,0,3.2,42,22,73,2149,200.0,8242
13633,0,0,3.7,41,22,73,49,500.0,8242
13634,0,0,3.7,34,22,73,2149,200.0,8242
13635,0,0,3.3,5,22,73,2278,100.0,8242
13636,1,0,3.4,7,22,73,230,400.0,8242
13637,1,0,3.8,69,22,73,2278,200.0,8242
13638,1,0,3.7,82,22,73,1114,300.0,8242
13639,1,0,3.3,8,22,73,2149,300.0,432
13640,0,0,3.4,6,22,73,333,250.0,8242
13641,0,0,3.4,12,22,73,358,500.0,8242
13642,0,0,3.5,5,22,73,700,300.0,8242
13643,0,0,3.3,8,22,73,1092,400.0,8242
13644,0,0,3.6,24,22,73,1406,250.0,8242
13645,0,0,3.3,9,22,73,2278,150.0,8242
13646,0,0,3.5,12,22,73,2159,300.0,8242
13647,0,0,3.6,155,22,73,1654,500.0,8242
13648,0,0,3.9,89,22,73,1182,300.0,8242
13649,0,0,3.3,4,22,73,2221,350.0,8242
13650,0,0,2.8,114,22,73,398,500.0,8242
13651,0,0,3.1,9,22,73,333,250.0,8242
13652,0,0,3.3,5,22,73,1748,200.0,8242
13653,0,0,3.2,4,22,73,1649,300.0,8242
13654,0,0,3.3,4,22,73,700,300.0,8242
13655,0,0,3.2,6,22,73,1092,300.0,8242
13656,0,0,3.2,5,22,73,2198,450.0,8242
13657,0,0,3.2,4,22,73,333,200.0,8242
13658,0,0,3.5,11,22,73,1649,150.0,8242
13659,0,0,3.2,23,22,73,1585,200.0,8242
13660,1,0,3.0,52,22,73,1114,500.0,8242
13661,1,0,3.8,174,22,73,2036,400.0,8242
13662,1,0,3.8,59,22,73,2149,200.0,236
13663,0,0,3.7,68,22,75,293,400.0,8242
13664,1,0,2.9,19,22,73,1649,400.0,8242
13665,1,0,3.2,73,22,73,429,400.0,8242
13666,1,0,3.2,67,22,73,1160,200.0,8242
13667,1,0,3.2,17,22,73,1585,400.0,8242
13668,1,0,3.1,325,22,73,2238,400.0,8242
13669,1,0,3.8,192,22,73,2308,250.0,8242
13670,1,0,2.8,105,22,73,1585,300.0,435
13671,1,0,3.4,10,22,73,366,300.0,8242
13672,1,0,3.3,50,22,73,1406,400.0,8242
13673,1,1,4.3,4108,75,25,2124,1400.0,8242
13674,0,1,4.5,1508,75,68,961,1900.0,8242
13675,0,1,4.4,366,42,22,477,1000.0,8242
13676,0,1,4.7,3614,40,24,1817,1600.0,8242
13677,0,1,4.6,178,75,7,1241,1500.0,8242
13678,1,1,4.1,1847,40,16,488,600.0,8242
13679,1,1,4.3,715,75,24,1359,1500.0,8242
13680,1,1,4.4,190,42,16,475,1000.0,8242
13681,0,1,4.1,238,75,46,1031,2000.0,8242
13682,1,0,4.2,258,75,24,1995,700.0,8242
13683,1,0,3.9,374,40,24,379,750.0,8242
13684,1,1,4.1,326,75,30,3,1200.0,8242
13685,1,0,3.8,240,7,24,49,800.0,8242
13686,1,0,3.8,272,7,24,88,550.0,8242
13687,1,0,3.2,12,7,24,1641,700.0,8242
13688,1,0,3.8,93,40,24,1727,550.0,8242
13689,1,1,3.2,427,19,24,1690,900.0,8242
13690,1,0,4.0,754,25,73,1585,250.0,8242
13691,1,0,3.0,255,7,24,402,550.0,8242
13692,1,0,3.7,21,40,73,262,300.0,8242
13693,0,1,3.0,74,7,24,176,1200.0,8242
13694,1,0,3.8,26,40,73,452,400.0,8242
13695,1,0,3.6,19,6,73,1999,400.0,8242
13696,1,0,3.5,9,7,73,1129,400.0,8242
13697,1,0,3.9,121,40,73,1670,400.0,8242
13698,0,0,3.7,51,7,6,1224,1500.0,8242
13699,1,0,3.4,13,7,24,1819,500.0,8242
13700,1,0,4.0,269,40,73,1666,450.0,8242
13701,1,0,3.6,20,7,73,96,450.0,8242
13702,1,0,3.5,10,40,73,1144,200.0,8242
13703,1,0,3.6,9,19,24,1658,550.0,8242
13704,1,0,3.6,9,40,73,1585,300.0,8242
13705,0,0,2.8,33,19,73,2265,300.0,8242
13706,0,0,2.9,18,19,24,69,450.0,8242
13707,1,0,3.6,95,40,73,1832,300.0,8242
13708,1,0,3.4,6,25,73,820,300.0,8242
13709,1,0,2.8,137,40,73,1585,500.0,8242
13710,1,0,3.0,11,19,24,2149,400.0,8242
13711,0,1,3.9,52,75,57,1034,1900.0,8242
13712,1,0,3.9,95,40,73,1819,350.0,459
13713,1,0,3.6,96,40,73,1419,300.0,8242
13714,0,0,3.3,5,40,25,1935,700.0,8242
13715,1,0,2.6,74,7,24,377,700.0,8242
13716,1,0,3.8,36,40,73,1481,300.0,8242
13717,1,0,3.5,18,40,73,1649,200.0,8242
13718,1,0,3.3,910,40,73,1618,250.0,8242
13719,0,0,3.3,6,7,62,1444,250.0,8242
13720,1,0,3.5,21,40,73,1649,350.0,8242
13721,1,0,3.5,22,7,73,778,500.0,8242
13722,1,0,3.4,19,40,73,1406,200.0,8242
13723,1,0,3.4,6,40,73,1602,500.0,8242
13724,0,0,3.1,15,7,73,822,250.0,8242
13725,1,0,3.1,16,7,73,1629,300.0,8242
13726,0,0,3.2,13,40,73,333,200.0,8242
13727,0,0,3.6,16,7,73,1444,400.0,8242
13728,1,0,2.6,473,0,73,1359,600.0,8242
13729,0,0,3.4,7,7,73,1670,300.0,8242
13730,0,0,3.7,46,40,73,2221,300.0,8242
13731,0,0,3.3,5,40,73,1935,200.0,8242
13732,0,0,3.8,32,7,73,1092,250.0,8242
13733,0,0,3.3,6,40,73,1670,350.0,8242
13734,0,0,3.3,6,40,73,333,300.0,8242
13735,0,0,3.0,12,7,73,2149,200.0,8242
13736,0,0,3.2,4,7,73,82,400.0,8242
13737,0,0,3.2,4,7,73,1092,300.0,8242
13738,0,0,3.0,26,6,73,1585,400.0,8242
13739,0,0,3.2,7,7,73,333,250.0,8242
13740,0,0,3.3,4,7,73,1102,300.0,8242
13741,0,0,3.2,7,40,73,379,200.0,8242
13742,0,0,3.3,5,7,73,1429,400.0,8242
13743,0,0,4.0,65,40,73,778,350.0,8242
13744,1,0,3.3,12,19,24,348,600.0,8242
13745,1,0,3.7,83,7,73,128,800.0,8242
13746,1,0,3.1,53,40,73,1092,100.0,8242
13747,1,0,2.3,298,7,73,402,450.0,8242
13748,0,1,4.7,3573,22,6,886,1000.0,8242
13749,0,1,4.7,6745,22,25,884,1000.0,8242
13750,1,1,4.2,1884,22,60,1218,1500.0,8242
13751,1,1,4.3,797,22,7,180,1500.0,8242
13752,0,1,4.6,634,22,9,936,850.0,8242
13753,0,1,4.3,331,22,7,1802,1400.0,8242
13754,0,0,4.2,1383,22,25,1004,1100.0,8242
13755,0,1,4.1,1372,22,7,990,900.0,8242
13756,0,1,4.5,1508,75,68,961,1900.0,8242
13757,0,1,4.4,366,42,22,477,1000.0,8242
13758,1,1,4.1,326,75,30,3,1200.0,8242
13759,0,0,3.7,51,7,6,1224,1500.0,8242
13760,0,1,4.7,3573,22,6,886,1000.0,8242
13761,0,1,4.6,634,22,9,936,850.0,8242
13762,0,1,4.7,6745,22,25,884,1000.0,8242
13763,1,1,4.3,797,22,7,180,1500.0,8242
13764,0,1,4.3,331,22,7,1802,1400.0,8242
13765,0,0,4.2,1383,22,25,1004,1100.0,8242
13766,0,1,4.1,1372,22,7,990,900.0,8242
13767,0,1,4.1,512,22,25,1538,1200.0,8242
13768,1,1,4.1,1060,22,25,1348,1200.0,8242
13769,1,0,3.9,1245,22,25,1505,1400.0,8242
13770,0,0,3.8,157,22,58,945,1300.0,8242
13771,0,0,3.3,19,22,6,1785,600.0,8242
13772,1,1,4.3,4108,75,25,2124,1400.0,8242
13773,0,1,4.5,1508,75,68,961,1900.0,8242
13774,0,1,4.6,178,75,7,1241,1500.0,8242
13775,1,1,4.1,326,75,30,3,1200.0,8242
13776,0,0,3.7,51,7,6,1224,1500.0,8242
13777,0,0,3.3,5,40,25,1935,700.0,8242
13778,0,1,4.0,773,27,29,1566,1000.0,8242
13779,1,1,3.9,847,27,24,1611,1200.0,8242
13780,0,1,4.7,9021,61,72,17,1800.0,8242
13781,0,1,4.7,7152,27,24,1817,1600.0,8242
13782,0,1,4.3,3586,27,60,868,2100.0,8242
13783,1,1,4.1,840,27,24,1684,1200.0,4120
13784,1,1,4.4,1507,27,24,768,1700.0,7255
13785,1,1,4.3,3275,27,24,1363,1400.0,4269
13786,1,1,4.4,1414,27,25,1585,1100.0,6429
13787,1,1,4.5,1614,27,24,1365,1300.0,1462
13788,0,1,4.1,1224,27,24,2174,800.0,8242
13789,1,1,3.9,1432,27,24,1585,1000.0,6373
13790,0,0,4.3,1651,27,19,568,1300.0,8242
13791,1,0,4.2,8176,27,24,1915,750.0,7195
13792,1,1,4.4,79,27,24,171,1600.0,1525
13793,1,0,4.0,555,27,24,1760,900.0,4113
13794,1,1,4.2,1345,27,24,1461,1700.0,8242
13795,0,1,4.3,504,27,24,2149,1100.0,8242
13796,1,1,4.1,80,27,24,1623,1200.0,295
13797,1,1,4.0,1013,27,24,1585,1200.0,5363
13798,0,0,3.9,434,27,24,2149,400.0,8242
13799,1,1,3.6,592,27,24,351,850.0,6940
13800,1,1,3.8,297,27,24,1684,1200.0,5356
13801,1,1,4.2,217,16,24,1082,1500.0,7002
13802,0,0,4.0,115,16,25,1795,1700.0,8242
13803,1,0,2.9,319,16,24,1726,1000.0,1176
13804,0,0,3.4,46,16,24,1585,1100.0,8242
13805,0,1,4.2,589,61,46,1846,3500.0,8242
13806,0,0,4.6,979,51,46,2336,3000.0,8242
13807,1,1,4.0,1904,51,24,2345,2100.0,1266
13808,0,1,4.3,145,82,46,19,2800.0,8242
13809,0,1,4.0,420,61,46,977,2200.0,8242
13810,0,0,4.3,687,51,46,1086,3000.0,8242
13811,1,1,4.0,419,61,25,738,1400.0,7530
13812,0,1,4.2,405,61,24,107,1500.0,8242
13813,0,1,4.2,271,51,46,1350,3000.0,8242
13814,0,0,3.7,39,61,24,1649,700.0,8242
13815,1,1,3.9,48,27,16,586,450.0,7923
13816,1,1,4.3,1235,27,17,547,1000.0,597
13817,0,0,4.6,1308,27,19,482,900.0,8242
13818,0,0,4.4,1095,27,20,588,800.0,8242
13819,1,0,4.2,5295,27,2,228,600.0,7344
13820,1,0,4.2,1852,27,16,538,800.0,4535
13821,1,0,4.6,1687,27,40,1049,900.0,6472
13822,1,1,4.3,4644,27,26,2028,600.0,3689
13823,1,0,4.3,1269,27,19,623,1000.0,4282
13824,1,0,4.2,1203,27,16,618,600.0,7289
13825,0,0,4.3,1651,27,19,568,1300.0,8242
13826,0,0,4.5,197,27,16,506,600.0,8242
13827,1,0,4.4,105,27,16,684,200.0,1325
13828,1,0,4.2,391,27,16,559,500.0,4239
13829,1,0,4.5,2687,27,40,1300,550.0,2494
13830,1,0,4.3,391,27,16,486,700.0,3235
13831,0,0,4.2,311,27,16,556,800.0,8242
13832,1,0,4.3,153,27,16,615,600.0,1080
13833,1,1,3.9,1380,27,16,622,900.0,8242
13834,1,1,4.3,766,27,26,905,1000.0,5238
13835,0,0,4.2,583,27,16,588,700.0,8242
13836,1,0,4.3,371,27,37,2293,400.0,3453
13837,0,0,4.2,858,27,16,475,600.0,8242
13838,0,0,4.0,861,27,40,1039,800.0,8242
13839,1,0,4.3,420,27,40,1047,400.0,3590
13840,1,1,4.0,144,27,16,630,700.0,1423
13841,1,0,4.0,399,27,16,626,650.0,2216
13842,1,0,4.1,1141,27,19,573,500.0,3942
13843,0,0,4.2,583,27,16,588,700.0,8242
13844,1,0,3.9,84,27,16,1128,450.0,3676
13845,1,1,4.0,209,27,16,643,800.0,3725
13846,1,0,3.9,660,27,16,687,500.0,6260
13847,1,0,4.3,184,27,73,514,650.0,502
13848,1,1,4.0,339,27,73,899,800.0,8232
13849,0,1,4.1,287,27,16,475,850.0,8242
13850,1,0,4.1,332,27,26,908,800.0,1645
13851,0,0,3.7,17,27,16,506,300.0,8242
13852,1,0,4.1,137,27,16,493,750.0,3575
13853,0,0,2.9,539,27,40,1048,500.0,8242
13854,1,0,4.1,114,27,17,496,450.0,6627
13855,1,0,3.7,28,27,16,662,600.0,1904
13856,0,0,3.4,90,27,16,538,500.0,8242
13857,1,0,3.8,71,27,16,475,500.0,3316
13858,0,0,3.9,155,27,16,538,700.0,8242
13859,0,0,3.8,209,27,16,597,500.0,8242
13860,0,0,4.0,97,27,19,2083,1100.0,8242
13861,1,0,3.7,72,27,16,597,900.0,1243
13862,0,0,3.9,49,27,16,475,200.0,8242
13863,1,0,2.8,185,27,16,559,500.0,8242
13864,0,0,3.7,69,27,16,538,700.0,8242
13865,1,0,2.4,127,27,16,600,600.0,1677
13866,1,0,3.3,5,27,23,1320,350.0,431
13867,1,0,2.9,48,27,2,225,500.0,8242
13868,0,0,4.0,134,27,20,591,600.0,8242
13869,0,0,3.4,7,27,16,538,600.0,8242
13870,1,0,3.0,59,27,16,647,500.0,8242
13871,0,1,3.9,1717,16,59,1016,1600.0,8242
13872,0,0,4.0,282,32,16,475,500.0,8242
13873,0,0,3.8,16,16,16,537,500.0,8242
13874,0,0,3.4,6,81,16,475,500.0,8242
13875,0,0,3.5,11,16,20,489,400.0,8242
13876,0,0,2.9,17,16,16,597,150.0,8242
13877,0,0,3.6,12,32,16,638,550.0,8242
13878,1,1,4.4,688,51,26,9,1700.0,314
13879,0,1,4.1,563,51,26,1852,2500.0,8242
13880,1,1,4.1,54,51,16,612,800.0,514
13881,1,0,4.2,430,82,17,650,700.0,8242
13882,0,0,2.9,18,61,16,634,300.0,8242
13883,1,0,3.8,135,61,40,1053,700.0,5584
13884,0,1,3.8,24,82,16,663,2200.0,8242
13885,0,0,3.2,11,10,16,475,300.0,8242
13886,1,0,3.8,259,51,16,475,700.0,8242
13887,1,0,4.4,845,27,36,1267,500.0,8242
13888,1,0,4.2,770,27,73,2226,300.0,8242
13889,1,0,4.0,450,27,73,2299,300.0,8242
13890,1,0,4.0,472,27,73,333,300.0,8242
13891,1,0,4.4,105,27,16,684,200.0,8242
13892,1,0,3.8,138,61,24,339,800.0,8242
13893,1,0,3.7,129,47,11,1385,150.0,8242
13894,1,0,2.9,156,61,86,2021,450.0,4588
13895,1,0,4.3,314,27,86,1904,500.0,8242
13896,1,0,3.9,224,32,24,63,600.0,8242
13897,1,0,3.9,302,16,73,1452,300.0,8242
13898,1,0,4.0,1391,27,73,458,600.0,8242
13899,1,0,3.3,110,82,73,1649,300.0,8242
13900,1,0,4.2,241,32,73,1922,400.0,8242
13901,1,0,3.6,66,82,73,1760,350.0,8242
13902,1,0,3.9,639,61,24,1649,400.0,8242
13903,1,0,3.8,1082,27,36,181,450.0,8242
13904,1,0,4.1,81,27,73,1585,150.0,8242
13905,1,0,3.2,146,32,73,1948,200.0,8242
13906,1,0,3.2,5,27,73,700,150.0,8242
13907,1,0,3.9,37,27,73,389,400.0,8242
13908,1,0,3.8,61,32,73,1585,400.0,8242
13909,1,0,3.7,44,14,73,333,250.0,8242
13910,1,0,3.4,351,18,73,1649,350.0,8242
13911,1,0,3.4,148,32,73,2224,350.0,8242
13912,1,0,4.3,78,27,37,1041,400.0,8242
13913,1,0,4.2,380,82,16,2039,500.0,8242
13914,1,0,3.6,78,82,73,1935,300.0,8242
13915,1,0,3.9,418,32,73,1649,200.0,8242
13916,1,0,4.7,2139,27,37,1302,400.0,8242
13917,1,0,3.3,26,27,73,2224,300.0,8242
13918,1,0,4.0,85,61,36,333,650.0,8242
13919,1,0,4.2,1327,32,73,473,500.0,8242
13920,1,0,2.7,67,62,73,1718,400.0,8242
13921,1,0,3.9,924,27,73,1832,300.0,8242
13922,1,1,4.0,1129,27,24,1585,1000.0,8242
13923,1,0,4.1,551,81,73,2211,350.0,8242
13924,1,0,3.9,43,27,73,2149,150.0,8242
13925,1,0,3.5,54,8,73,2176,150.0,8242
13926,1,0,3.3,9,70,73,429,300.0,8242
13927,1,0,4.0,50,27,73,2329,200.0,8242
13928,1,0,3.8,189,10,24,1286,800.0,8242
13929,1,0,4.1,1122,16,36,384,650.0,8242
13930,1,0,4.3,289,27,24,363,800.0,8242
13931,1,0,3.8,140,27,73,379,400.0,8242
13932,1,0,4.1,3238,27,24,415,800.0,8242
13933,1,0,3.2,393,61,73,1649,400.0,8242
13934,1,0,3.1,282,32,24,839,850.0,8242
13935,1,0,3.8,259,32,24,2144,600.0,8242
13936,1,0,3.9,83,10,73,1585,300.0,8242
13937,1,0,4.3,888,16,36,230,500.0,8242
13938,1,1,3.4,257,32,24,1888,500.0,8242
13939,1,0,3.9,1615,61,24,402,550.0,8242
13940,1,0,3.6,133,27,62,437,250.0,8242
13941,1,0,3.8,161,32,24,379,400.0,8242
13942,1,0,3.6,9,27,86,1351,500.0,8242
13943,1,0,4.0,1078,8,77,455,550.0,8242
13944,1,1,4.2,1745,27,24,362,750.0,8242
13945,1,0,3.9,327,61,73,457,400.0,8242
13946,1,0,3.4,23,82,73,1429,300.0,8242
13947,1,1,4.0,210,27,16,643,800.0,8242
13948,1,0,3.9,521,81,24,70,600.0,8242
13949,1,0,4.1,204,82,73,2232,250.0,8242
13950,1,0,3.3,77,32,36,333,400.0,8242
13951,1,0,2.8,211,61,36,2029,300.0,1696
13952,1,0,3.9,99,82,73,1585,150.0,8242
13953,1,1,4.2,2015,61,24,208,1000.0,8242
13954,1,0,3.1,43,61,73,333,200.0,8242
13955,1,0,4.1,730,27,24,1585,950.0,8242
13956,1,0,3.7,78,82,73,107,300.0,8242
13957,1,0,3.2,49,27,73,1166,250.0,8242
13958,1,0,4.1,57,27,84,1531,200.0,8242
13959,1,0,3.9,138,32,24,1613,600.0,8242
13960,1,1,4.5,3219,27,24,1585,1200.0,8242
13961,1,0,3.3,69,81,73,2309,400.0,8242
13962,1,1,4.1,522,27,24,861,800.0,8242
13963,1,0,3.6,88,10,73,1649,250.0,8242
13964,1,0,4.3,146,82,24,415,650.0,8242
13965,1,0,3.9,456,16,24,1680,600.0,8242
13966,1,0,3.9,238,27,24,1677,800.0,8242
13967,1,0,4.0,153,27,24,1754,700.0,8242
13968,1,0,3.7,68,32,73,1114,200.0,8242
13969,1,0,4.4,457,27,36,1259,500.0,8242
13970,0,0,4.6,1313,27,19,482,900.0,8242
13971,1,0,3.2,128,16,62,52,400.0,8242
13972,1,0,3.6,8,61,73,1819,350.0,8242
13973,1,0,3.6,51,32,24,1952,450.0,8242
13974,1,0,3.8,135,61,40,1053,700.0,8242
13975,1,0,3.7,43,81,36,2281,150.0,8242
13976,1,0,3.9,59,27,36,1517,600.0,8242
13977,1,0,3.9,82,27,73,471,500.0,8242
13978,1,0,3.8,426,32,24,57,500.0,8242
13979,1,0,3.4,20,27,36,2222,500.0,8242
13980,1,0,3.9,24,27,24,705,700.0,8242
13981,1,0,4.0,173,34,36,1585,450.0,8242
13982,1,0,3.9,190,27,36,1250,600.0,8242
13983,1,0,3.7,11,27,73,258,500.0,8242
13984,1,0,4.3,1210,27,24,2052,1200.0,8242
13985,1,0,4.3,127,27,37,1035,300.0,8242
13986,1,0,3.3,45,16,36,444,300.0,8242
13987,1,0,3.7,443,61,24,2184,400.0,8242
13988,1,0,3.7,833,27,24,2034,750.0,8242
13989,1,0,4.2,444,27,24,2127,700.0,8242
13990,1,0,3.2,574,32,24,693,600.0,8242
13991,1,0,3.8,221,18,24,768,400.0,8242
13992,1,0,3.1,18,27,24,1249,500.0,8242
13993,1,0,3.3,12,27,36,1609,450.0,8242
13994,1,1,4.6,5421,27,24,1083,1600.0,8242
13995,1,0,4.2,387,27,73,1514,600.0,8242
13996,1,0,3.1,39,27,36,2096,400.0,8242
13997,1,1,4.3,367,27,24,2338,1200.0,8242
13998,1,0,3.9,30,61,73,700,400.0,8242
13999,1,0,4.0,401,27,16,626,650.0,8242
14000,1,0,4.0,261,61,83,1531,400.0,8242
14001,1,0,3.4,41,82,73,2149,100.0,8242
14002,1,0,3.9,661,27,16,687,500.0,8242
14003,1,0,3.7,106,10,73,2085,600.0,8242
14004,1,0,3.7,16,16,24,50,600.0,8242
14005,1,0,4.1,259,27,37,1041,300.0,8242
14006,1,1,4.1,243,27,24,1406,800.0,8242
14007,1,0,3.8,185,32,73,1092,150.0,8242
